arm,game_id,game_date,away,home,cutoff,pick,actual,correct,home_win_prob,selected_decimal_odds,stake,net_pnl
A,POR-UTA-2025-10-29,2025-10-29,POR,UTA,2025-10-28,UTA,POR,0,0.604795,2.3216361868264386,100.0,-100.0
B,POR-UTA-2025-10-29,2025-10-29,POR,UTA,2025-10-28,POR,POR,1,0.47,1.648072857790548,100.0,64.81
C,POR-UTA-2025-10-29,2025-10-29,POR,UTA,2025-10-28,UTA,POR,0,0.6048,2.3216361868264386,100.0,-100.0
A,SAC-CHI-2025-10-29,2025-10-29,SAC,CHI,2025-10-28,CHI,CHI,1,0.883986,1.5395645124767854,100.0,53.96
B,SAC-CHI-2025-10-29,2025-10-29,SAC,CHI,2025-10-28,SAC,CHI,0,0.47,2.577547629742829,100.0,-100.0
C,SAC-CHI-2025-10-29,2025-10-29,SAC,CHI,2025-10-28,CHI,CHI,1,0.884,1.5395645124767854,100.0,53.96
A,GSW-MIL-2025-10-30,2025-10-30,GSW,MIL,2025-10-29,MIL,MIL,1,0.59535,3.3955957700766883,100.0,239.56
B,GSW-MIL-2025-10-30,2025-10-30,GSW,MIL,2025-10-29,GSW,MIL,0,0.48,1.3458934441795845,100.0,-100.0
C,GSW-MIL-2025-10-30,2025-10-30,GSW,MIL,2025-10-29,MIL,MIL,1,0.6,3.3955957700766883,100.0,239.56
A,MIA-SAS-2025-10-30,2025-10-30,MIA,SAS,2025-10-29,SAS,SAS,1,0.578937,1.4765224814319189,100.0,47.65
B,MIA-SAS-2025-10-30,2025-10-30,MIA,SAS,2025-10-29,MIA,SAS,0,0.48,2.775981354600629,100.0,-100.0
C,MIA-SAS-2025-10-30,2025-10-30,MIA,SAS,2025-10-29,MIA,SAS,0,0.4211,2.775981354600629,100.0,-100.0
A,ORL-CHO-2025-10-30,2025-10-30,ORL,CHO,2025-10-29,CHO,ORL,0,0.688974,2.4018704589028004,100.0,-100.0
B,ORL-CHO-2025-10-30,2025-10-30,ORL,CHO,2025-10-29,ORL,ORL,1,0.48,1.6098968398025695,100.0,60.99
C,ORL-CHO-2025-10-30,2025-10-30,ORL,CHO,2025-10-29,CHO,ORL,0,0.689,2.4018704589028004,100.0,-100.0
A,WAS-OKC-2025-10-30,2025-10-30,WAS,OKC,2025-10-29,OKC,OKC,1,0.870338,1.1131462361828037,100.0,11.31
B,WAS-OKC-2025-10-30,2025-10-30,WAS,OKC,2025-10-29,OKC,OKC,1,0.84,1.1131462361828037,100.0,11.31
C,WAS-OKC-2025-10-30,2025-10-30,WAS,OKC,2025-10-29,OKC,OKC,1,0.87,1.1131462361828037,100.0,11.31
A,ATL-IND-2025-10-31,2025-10-31,ATL,IND,2025-10-30,ATL,ATL,1,0.407418,1.688418440706501,100.0,68.84
B,ATL-IND-2025-10-31,2025-10-31,ATL,IND,2025-10-30,IND,ATL,0,0.54,2.2460313670886856,100.0,-100.0
C,ATL-IND-2025-10-31,2025-10-31,ATL,IND,2025-10-30,ATL,ATL,1,0.4074,1.688418440706501,100.0,68.84
A,BOS-PHI-2025-10-31,2025-10-31,BOS,PHI,2025-10-30,PHI,BOS,0,0.709469,2.1075348929637956,100.0,-100.0
B,BOS-PHI-2025-10-31,2025-10-31,BOS,PHI,2025-10-30,BOS,BOS,1,0.48,1.776161052107465,100.0,77.62
C,BOS-PHI-2025-10-31,2025-10-31,BOS,PHI,2025-10-30,PHI,BOS,0,0.7095,2.1075348929637956,100.0,-100.0
A,DEN-POR-2025-10-31,2025-10-31,DEN,POR,2025-10-30,DEN,POR,0,0.447929,1.4765224814319189,100.0,-100.0
B,DEN-POR-2025-10-31,2025-10-31,DEN,POR,2025-10-30,DEN,POR,0,0.4,1.4765224814319189,100.0,-100.0
C,DEN-POR-2025-10-31,2025-10-31,DEN,POR,2025-10-30,DEN,POR,0,0.4479,1.4765224814319189,100.0,-100.0
A,LAL-MEM-2025-10-31,2025-10-31,LAL,MEM,2025-10-30,MEM,LAL,0,0.536247,2.1747566620675696,100.0,-100.0
B,LAL-MEM-2025-10-31,2025-10-31,LAL,MEM,2025-10-30,LAL,LAL,1,0.48,1.731066853085368,100.0,73.11
C,LAL-MEM-2025-10-31,2025-10-31,LAL,MEM,2025-10-30,MEM,LAL,0,0.5362,2.1747566620675696,100.0,-100.0
A,NOP-LAC-2025-10-31,2025-10-31,NOP,LAC,2025-10-30,LAC,LAC,1,0.867066,1.229434783685027,100.0,22.94
B,NOP-LAC-2025-10-31,2025-10-31,NOP,LAC,2025-10-30,NOP,LAC,0,0.48,4.461933235131275,100.0,-100.0
C,NOP-LAC-2025-10-31,2025-10-31,NOP,LAC,2025-10-30,LAC,LAC,1,0.8671,1.229434783685027,100.0,22.94
A,NYK-CHI-2025-10-31,2025-10-31,NYK,CHI,2025-10-30,CHI,CHI,1,0.757954,2.6737188882010097,100.0,167.37
B,NYK-CHI-2025-10-31,2025-10-31,NYK,CHI,2025-10-30,NYK,CHI,0,0.48,1.507183758778384,100.0,-100.0
C,NYK-CHI-2025-10-31,2025-10-31,NYK,CHI,2025-10-30,CHI,CHI,1,0.758,2.6737188882010097,100.0,167.37
A,TOR-CLE-2025-10-31,2025-10-31,TOR,CLE,2025-10-30,CLE,TOR,0,0.733454,1.5395645124767854,100.0,-100.0
B,TOR-CLE-2025-10-31,2025-10-31,TOR,CLE,2025-10-30,CLE,TOR,0,0.68,1.5395645124767854,100.0,-100.0
C,TOR-CLE-2025-10-31,2025-10-31,TOR,CLE,2025-10-30,CLE,TOR,0,0.7335,1.5395645124767854,100.0,-100.0
A,UTA-PHO-2025-10-31,2025-10-31,UTA,PHO,2025-10-30,UTA,PHO,0,0.29479,2.4018704589028004,100.0,-100.0
B,UTA-PHO-2025-10-31,2025-10-31,UTA,PHO,2025-10-30,UTA,PHO,0,0.48,2.4018704589028004,100.0,-100.0
C,UTA-PHO-2025-10-31,2025-10-31,UTA,PHO,2025-10-30,UTA,PHO,0,0.2948,2.4018704589028004,100.0,-100.0
A,DAL-DET-2025-11-01,2025-11-01,DAL,DET,2025-10-31,DET,DET,1,0.772046,1.3692645512979118,100.0,36.93
B,DAL-DET-2025-11-01,2025-11-01,DAL,DET,2025-10-31,DET,DET,1,0.54,1.3692645512979118,100.0,36.93
C,DAL-DET-2025-11-01,2025-11-01,DAL,DET,2025-10-31,DET,DET,1,0.772,1.3692645512979118,100.0,36.93
A,GSW-IND-2025-11-01,2025-11-01,GSW,IND,2025-10-31,GSW,IND,0,0.134999,1.2463014106447146,100.0,-100.0
B,GSW-IND-2025-11-01,2025-11-01,GSW,IND,2025-10-31,GSW,IND,0,0.48,1.2463014106447146,100.0,-100.0
C,GSW-IND-2025-11-01,2025-11-01,GSW,IND,2025-10-31,GSW,IND,0,0.135,1.2463014106447146,100.0,-100.0
A,HOU-BOS-2025-11-01,2025-11-01,HOU,BOS,2025-10-31,HOU,HOU,1,0.442953,1.5395645124767854,100.0,53.96
B,HOU-BOS-2025-11-01,2025-11-01,HOU,BOS,2025-10-31,BOS,HOU,0,0.58,2.577547629742829,100.0,-100.0
C,HOU-BOS-2025-11-01,2025-11-01,HOU,BOS,2025-10-31,HOU,HOU,1,0.443,1.5395645124767854,100.0,53.96
A,MIN-CHO-2025-11-01,2025-11-01,MIN,CHO,2025-10-31,MIN,MIN,1,0.494327,1.5395645124767854,100.0,53.96
B,MIN-CHO-2025-11-01,2025-11-01,MIN,CHO,2025-10-31,MIN,MIN,1,0.4,1.5395645124767854,100.0,53.96
C,MIN-CHO-2025-11-01,2025-11-01,MIN,CHO,2025-10-31,MIN,MIN,1,0.4943,1.5395645124767854,100.0,53.96
A,ORL-WAS-2025-11-01,2025-11-01,ORL,WAS,2025-10-31,ORL,ORL,1,0.412326,1.302786193716658,100.0,30.28
B,ORL-WAS-2025-11-01,2025-11-01,ORL,WAS,2025-10-31,ORL,ORL,1,0.48,1.302786193716658,100.0,30.28
C,ORL-WAS-2025-11-01,2025-11-01,ORL,WAS,2025-10-31,ORL,ORL,1,0.4123,1.302786193716658,100.0,30.28
A,SAC-MIL-2025-11-01,2025-11-01,SAC,MIL,2025-10-31,MIL,SAC,0,0.85479,1.419985256803251,100.0,-100.0
B,SAC-MIL-2025-11-01,2025-11-01,SAC,MIL,2025-10-31,MIL,SAC,0,0.54,1.419985256803251,100.0,-100.0
C,SAC-MIL-2025-11-01,2025-11-01,SAC,MIL,2025-10-31,MIL,SAC,0,0.8548,1.419985256803251,100.0,-100.0
A,ATL-CLE-2025-11-02,2025-11-02,ATL,CLE,2025-11-01,CLE,CLE,1,0.524812,1.419985256803251,100.0,42.0
B,ATL-CLE-2025-11-02,2025-11-02,ATL,CLE,2025-11-01,ATL,CLE,0,0.48,3.00059409210862,100.0,-100.0
C,ATL-CLE-2025-11-02,2025-11-02,ATL,CLE,2025-11-01,CLE,CLE,1,0.5248,1.419985256803251,100.0,42.0
A,CHI-NYK-2025-11-02,2025-11-02,CHI,NYK,2025-11-01,CHI,NYK,0,0.367556,3.2554103129295107,100.0,-100.0
B,CHI-NYK-2025-11-02,2025-11-02,CHI,NYK,2025-11-01,NYK,NYK,1,0.63,1.3692645512979118,100.0,36.93
C,CHI-NYK-2025-11-02,2025-11-02,CHI,NYK,2025-11-01,CHI,NYK,0,0.3676,3.2554103129295107,100.0,-100.0
A,MEM-TOR-2025-11-02,2025-11-02,MEM,TOR,2025-11-01,TOR,TOR,1,0.604501,1.5395645124767854,100.0,53.96
B,MEM-TOR-2025-11-02,2025-11-02,MEM,TOR,2025-11-01,MEM,TOR,0,0.48,2.577547629742829,100.0,-100.0
C,MEM-TOR-2025-11-02,2025-11-02,MEM,TOR,2025-11-01,TOR,TOR,1,0.6045,1.5395645124767854,100.0,53.96
A,MIA-LAL-2025-11-02,2025-11-02,MIA,LAL,2025-11-01,LAL,LAL,1,0.509946,1.507183758778384,100.0,50.72
B,MIA-LAL-2025-11-02,2025-11-02,MIA,LAL,2025-11-01,LAL,LAL,1,0.53,1.507183758778384,100.0,50.72
C,MIA-LAL-2025-11-02,2025-11-02,MIA,LAL,2025-11-01,LAL,LAL,1,0.51,1.507183758778384,100.0,50.72
A,NOP-OKC-2025-11-02,2025-11-02,NOP,OKC,2025-11-01,OKC,OKC,1,0.929277,1.1705167244827641,100.0,17.05
B,NOP-OKC-2025-11-02,2025-11-02,NOP,OKC,2025-11-01,OKC,OKC,1,0.78,1.1705167244827641,100.0,17.05
C,NOP-OKC-2025-11-02,2025-11-02,NOP,OKC,2025-11-01,OKC,OKC,1,0.93,1.1705167244827641,100.0,17.05
A,PHI-BRK-2025-11-02,2025-11-02,PHI,BRK,2025-11-01,PHI,PHI,1,0.277891,1.5395645124767854,100.0,53.96
B,PHI-BRK-2025-11-02,2025-11-02,PHI,BRK,2025-11-01,PHI,PHI,1,0.3,1.5395645124767854,100.0,53.96
C,PHI-BRK-2025-11-02,2025-11-02,PHI,BRK,2025-11-01,PHI,PHI,1,0.2779,1.5395645124767854,100.0,53.96
A,SAS-PHO-2025-11-02,2025-11-02,SAS,PHO,2025-11-01,SAS,PHO,0,0.234379,1.507183758778384,100.0,-100.0
B,SAS-PHO-2025-11-02,2025-11-02,SAS,PHO,2025-11-01,SAS,PHO,0,0.43,1.507183758778384,100.0,-100.0
C,SAS-PHO-2025-11-02,2025-11-02,SAS,PHO,2025-11-01,SAS,PHO,0,0.2344,1.507183758778384,100.0,-100.0
A,UTA-CHO-2025-11-02,2025-11-02,UTA,CHO,2025-11-01,UTA,CHO,0,0.349331,1.776161052107465,100.0,-100.0
B,UTA-CHO-2025-11-02,2025-11-02,UTA,CHO,2025-11-01,UTA,CHO,0,0.48,1.776161052107465,100.0,-100.0
C,UTA-CHO-2025-11-02,2025-11-02,UTA,CHO,2025-11-01,UTA,CHO,0,0.3493,1.776161052107465,100.0,-100.0
A,DAL-HOU-2025-11-03,2025-11-03,DAL,HOU,2025-11-02,HOU,HOU,1,0.853305,1.1840493352621067,100.0,18.4
B,DAL-HOU-2025-11-03,2025-11-03,DAL,HOU,2025-11-02,HOU,HOU,1,0.64,1.1840493352621067,100.0,18.4
C,DAL-HOU-2025-11-03,2025-11-03,DAL,HOU,2025-11-02,HOU,HOU,1,0.8533,1.1840493352621067,100.0,18.4
A,DET-MEM-2025-11-03,2025-11-03,DET,MEM,2025-11-02,DET,DET,1,0.294212,1.573766072806432,100.0,57.38
B,DET-MEM-2025-11-03,2025-11-03,DET,MEM,2025-11-02,DET,DET,1,0.48,1.573766072806432,100.0,57.38
C,DET-MEM-2025-11-03,2025-11-03,DET,MEM,2025-11-02,DET,DET,1,0.2942,1.573766072806432,100.0,57.38
A,LAL-POR-2025-11-03,2025-11-03,LAL,POR,2025-11-02,POR,LAL,0,0.711234,1.2829249092441042,100.0,-100.0
B,LAL-POR-2025-11-03,2025-11-03,LAL,POR,2025-11-02,LAL,LAL,1,0.48,3.8755010353963097,100.0,287.55
C,LAL-POR-2025-11-03,2025-11-03,LAL,POR,2025-11-02,POR,LAL,0,0.7112,1.2829249092441042,100.0,-100.0
A,MIA-LAC-2025-11-03,2025-11-03,MIA,LAC,2025-11-02,LAC,MIA,0,0.662232,1.3692645512979118,100.0,-100.0
B,MIA-LAC-2025-11-03,2025-11-03,MIA,LAC,2025-11-02,LAC,MIA,0,0.58,1.3692645512979118,100.0,-100.0
C,MIA-LAC-2025-11-03,2025-11-03,MIA,LAC,2025-11-02,LAC,MIA,0,0.6623,1.3692645512979118,100.0,-100.0
A,MIL-IND-2025-11-03,2025-11-03,MIL,IND,2025-11-02,MIL,MIL,1,0.223062,1.419985256803251,100.0,42.0
B,MIL-IND-2025-11-03,2025-11-03,MIL,IND,2025-11-02,MIL,MIL,1,0.48,1.419985256803251,100.0,42.0
C,MIL-IND-2025-11-03,2025-11-03,MIL,IND,2025-11-02,MIL,MIL,1,0.2231,1.419985256803251,100.0,42.0
A,MIN-BRK-2025-11-03,2025-11-03,MIN,BRK,2025-11-02,MIN,MIN,1,0.251371,1.2641145649612964,100.0,26.41
B,MIN-BRK-2025-11-03,2025-11-03,MIN,BRK,2025-11-02,MIN,MIN,1,0.4,1.2641145649612964,100.0,26.41
C,MIN-BRK-2025-11-03,2025-11-03,MIN,BRK,2025-11-02,MIN,MIN,1,0.2514,1.2641145649612964,100.0,26.41
A,SAC-DEN-2025-11-03,2025-11-03,SAC,DEN,2025-11-02,DEN,DEN,1,0.830888,1.2134668931941166,100.0,21.35
B,SAC-DEN-2025-11-03,2025-11-03,SAC,DEN,2025-11-02,DEN,DEN,1,0.68,1.2134668931941166,100.0,21.35
C,SAC-DEN-2025-11-03,2025-11-03,SAC,DEN,2025-11-02,DEN,DEN,1,0.83,1.2134668931941166,100.0,21.35
A,UTA-BOS-2025-11-03,2025-11-03,UTA,BOS,2025-11-02,BOS,UTA,0,0.774725,1.2463014106447146,100.0,-100.0
B,UTA-BOS-2025-11-03,2025-11-03,UTA,BOS,2025-11-02,BOS,UTA,0,0.68,1.2463014106447146,100.0,-100.0
C,UTA-BOS-2025-11-03,2025-11-03,UTA,BOS,2025-11-02,BOS,UTA,0,0.7747,1.2463014106447146,100.0,-100.0
A,WAS-NYK-2025-11-03,2025-11-03,WAS,NYK,2025-11-02,NYK,NYK,1,0.776788,1.1705167244827641,100.0,17.05
B,WAS-NYK-2025-11-03,2025-11-03,WAS,NYK,2025-11-02,NYK,NYK,1,0.84,1.1705167244827641,100.0,17.05
C,WAS-NYK-2025-11-03,2025-11-03,WAS,NYK,2025-11-02,NYK,NYK,1,0.78,1.1705167244827641,100.0,17.05
A,CHO-NOP-2025-11-04,2025-11-04,CHO,NOP,2025-11-03,CHO,NOP,0,0.422779,2.321636186826438,100.0,-100.0
B,CHO-NOP-2025-11-04,2025-11-04,CHO,NOP,2025-11-03,NOP,NOP,1,0.56,1.648072857790548,100.0,64.81
C,CHO-NOP-2025-11-04,2025-11-04,CHO,NOP,2025-11-03,CHO,NOP,0,0.42,2.321636186826438,100.0,-100.0
A,MIL-TOR-2025-11-04,2025-11-04,MIL,TOR,2025-11-03,MIL,TOR,0,0.489639,2.2460313670886864,100.0,-100.0
B,MIL-TOR-2025-11-04,2025-11-04,MIL,TOR,2025-11-03,MIL,TOR,0,0.48,2.2460313670886864,100.0,-100.0
C,MIL-TOR-2025-11-04,2025-11-04,MIL,TOR,2025-11-03,MIL,TOR,0,0.4896,2.2460313670886864,100.0,-100.0
A,OKC-LAC-2025-11-04,2025-11-04,OKC,LAC,2025-11-03,OKC,OKC,1,0.277938,1.3237554899786077,100.0,32.38
B,OKC-LAC-2025-11-04,2025-11-04,OKC,LAC,2025-11-03,OKC,OKC,1,0.4,1.3237554899786077,100.0,32.38
C,OKC-LAC-2025-11-04,2025-11-04,OKC,LAC,2025-11-03,OKC,OKC,1,0.278,1.3237554899786077,100.0,32.38
A,ORL-ATL-2025-11-04,2025-11-04,ORL,ATL,2025-11-03,ORL,ATL,0,0.487648,1.6098968398025695,100.0,-100.0
B,ORL-ATL-2025-11-04,2025-11-04,ORL,ATL,2025-11-03,ATL,ATL,1,0.53,2.4018704589028004,100.0,140.19
C,ORL-ATL-2025-11-04,2025-11-04,ORL,ATL,2025-11-03,ORL,ATL,0,0.4877,1.6098968398025695,100.0,-100.0
A,PHI-CHI-2025-11-04,2025-11-04,PHI,CHI,2025-11-03,CHI,CHI,1,0.603265,1.731066853085368,100.0,73.11
B,PHI-CHI-2025-11-04,2025-11-04,PHI,CHI,2025-11-03,PHI,CHI,0,0.48,2.1747566620675696,100.0,-100.0
C,PHI-CHI-2025-11-04,2025-11-04,PHI,CHI,2025-11-03,CHI,CHI,1,0.6032,1.731066853085368,100.0,73.11
A,PHO-GSW-2025-11-04,2025-11-04,PHO,GSW,2025-11-03,GSW,GSW,1,0.74316,1.2463014106447146,100.0,24.63
B,PHO-GSW-2025-11-04,2025-11-04,PHO,GSW,2025-11-03,GSW,GSW,1,0.58,1.2463014106447146,100.0,24.63
C,PHO-GSW-2025-11-04,2025-11-04,PHO,GSW,2025-11-03,GSW,GSW,1,0.7432,1.2463014106447146,100.0,24.63
A,BRK-IND-2025-11-05,2025-11-05,BRK,IND,2025-11-04,IND,BRK,0,0.589362,1.419985256803251,100.0,-100.0
B,BRK-IND-2025-11-05,2025-11-05,BRK,IND,2025-11-04,IND,BRK,0,0.68,1.419985256803251,100.0,-100.0
C,BRK-IND-2025-11-05,2025-11-05,BRK,IND,2025-11-04,IND,BRK,0,0.5894,1.419985256803251,100.0,-100.0
A,GSW-SAC-2025-11-05,2025-11-05,GSW,SAC,2025-11-04,GSW,SAC,0,0.463505,2.2460313670886864,100.0,-100.0
B,GSW-SAC-2025-11-05,2025-11-05,GSW,SAC,2025-11-04,GSW,SAC,0,0.43,2.2460313670886864,100.0,-100.0
C,GSW-SAC-2025-11-05,2025-11-05,GSW,SAC,2025-11-04,GSW,SAC,0,0.4635,2.2460313670886864,100.0,-100.0
A,HOU-MEM-2025-11-05,2025-11-05,HOU,MEM,2025-11-04,HOU,HOU,1,0.271547,1.3692645512979118,100.0,36.93
B,HOU-MEM-2025-11-05,2025-11-05,HOU,MEM,2025-11-04,HOU,HOU,1,0.43,1.3692645512979118,100.0,36.93
C,HOU-MEM-2025-11-05,2025-11-05,HOU,MEM,2025-11-04,HOU,HOU,1,0.2715,1.3692645512979118,100.0,36.93
A,MIA-DEN-2025-11-05,2025-11-05,MIA,DEN,2025-11-04,DEN,DEN,1,0.690813,1.302786193716658,100.0,30.28
B,MIA-DEN-2025-11-05,2025-11-05,MIA,DEN,2025-11-04,DEN,DEN,1,0.73,1.302786193716658,100.0,30.28
C,MIA-DEN-2025-11-05,2025-11-05,MIA,DEN,2025-11-04,DEN,DEN,1,0.6908,1.302786193716658,100.0,30.28
A,MIN-NYK-2025-11-05,2025-11-05,MIN,NYK,2025-11-04,NYK,NYK,1,0.642273,1.6098968398025695,100.0,60.99
B,MIN-NYK-2025-11-05,2025-11-05,MIN,NYK,2025-11-04,NYK,NYK,1,0.58,1.6098968398025695,100.0,60.99
C,MIN-NYK-2025-11-05,2025-11-05,MIN,NYK,2025-11-04,NYK,NYK,1,0.6422,1.6098968398025695,100.0,60.99
A,NOP-DAL-2025-11-05,2025-11-05,NOP,DAL,2025-11-04,DAL,NOP,0,0.765707,1.3458934441795845,100.0,-100.0
B,NOP-DAL-2025-11-05,2025-11-05,NOP,DAL,2025-11-04,DAL,NOP,0,0.53,1.3458934441795845,100.0,-100.0
C,NOP-DAL-2025-11-05,2025-11-05,NOP,DAL,2025-11-04,DAL,NOP,0,0.7657,1.3458934441795845,100.0,-100.0
A,OKC-POR-2025-11-05,2025-11-05,OKC,POR,2025-11-04,OKC,POR,0,0.449051,1.6098968398025695,100.0,-100.0
B,OKC-POR-2025-11-05,2025-11-05,OKC,POR,2025-11-04,OKC,POR,0,0.38,1.6098968398025695,100.0,-100.0
C,OKC-POR-2025-11-05,2025-11-05,OKC,POR,2025-11-04,OKC,POR,0,0.449,1.6098968398025695,100.0,-100.0
A,PHI-CLE-2025-11-05,2025-11-05,PHI,CLE,2025-11-04,CLE,CLE,1,0.553574,1.1840493352621067,100.0,18.4
B,PHI-CLE-2025-11-05,2025-11-05,PHI,CLE,2025-11-04,CLE,CLE,1,0.63,1.1840493352621067,100.0,18.4
C,PHI-CLE-2025-11-05,2025-11-05,PHI,CLE,2025-11-04,CLE,CLE,1,0.5536,1.1840493352621067,100.0,18.4
A,SAS-LAL-2025-11-05,2025-11-05,SAS,LAL,2025-11-04,LAL,LAL,1,0.558063,2.1075348929637956,100.0,110.75
B,SAS-LAL-2025-11-05,2025-11-05,SAS,LAL,2025-11-04,LAL,LAL,1,0.53,2.1075348929637956,100.0,110.75
C,SAS-LAL-2025-11-05,2025-11-05,SAS,LAL,2025-11-04,LAL,LAL,1,0.56,2.1075348929637956,100.0,110.75
A,UTA-DET-2025-11-05,2025-11-05,UTA,DET,2025-11-04,DET,DET,1,0.741582,1.2829249092441042,100.0,28.29
B,UTA-DET-2025-11-05,2025-11-05,UTA,DET,2025-11-04,DET,DET,1,0.63,1.2829249092441042,100.0,28.29
C,UTA-DET-2025-11-05,2025-11-05,UTA,DET,2025-11-04,DET,DET,1,0.7416,1.2829249092441042,100.0,28.29
A,WAS-BOS-2025-11-05,2025-11-05,WAS,BOS,2025-11-04,BOS,BOS,1,0.811953,1.1705167244827641,100.0,17.05
B,WAS-BOS-2025-11-05,2025-11-05,WAS,BOS,2025-11-04,BOS,BOS,1,0.83,1.1705167244827641,100.0,17.05
C,WAS-BOS-2025-11-05,2025-11-05,WAS,BOS,2025-11-04,BOS,BOS,1,0.812,1.1705167244827641,100.0,17.05
A,LAC-PHO-2025-11-06,2025-11-06,LAC,PHO,2025-11-05,LAC,PHO,0,0.486347,2.2460313670886864,100.0,-100.0
B,LAC-PHO-2025-11-06,2025-11-06,LAC,PHO,2025-11-05,LAC,PHO,0,0.48,2.2460313670886864,100.0,-100.0
C,LAC-PHO-2025-11-06,2025-11-06,LAC,PHO,2025-11-05,LAC,PHO,0,0.4863,2.2460313670886864,100.0,-100.0
A,BOS-ORL-2025-11-07,2025-11-07,BOS,ORL,2025-11-06,ORL,ORL,1,0.558097,1.6098968398025695,100.0,60.99
B,BOS-ORL-2025-11-07,2025-11-07,BOS,ORL,2025-11-06,BOS,ORL,0,0.43,2.4018704589028004,100.0,-100.0
C,BOS-ORL-2025-11-07,2025-11-07,BOS,ORL,2025-11-06,BOS,ORL,0,0.4419,2.4018704589028004,100.0,-100.0
A,CHI-MIL-2025-11-07,2025-11-07,CHI,MIL,2025-11-06,MIL,MIL,1,0.535042,1.5395645124767854,100.0,53.96
B,CHI-MIL-2025-11-07,2025-11-07,CHI,MIL,2025-11-06,CHI,MIL,0,0.48,2.577547629742829,100.0,-100.0
C,CHI-MIL-2025-11-07,2025-11-07,CHI,MIL,2025-11-06,MIL,MIL,1,0.535,1.5395645124767854,100.0,53.96
A,CHO-MIA-2025-11-07,2025-11-07,CHO,MIA,2025-11-06,MIA,MIA,1,0.78579,1.3939374523829573,100.0,39.39
B,CHO-MIA-2025-11-07,2025-11-07,CHO,MIA,2025-11-06,MIA,MIA,1,0.63,1.3939374523829573,100.0,39.39
C,CHO-MIA-2025-11-07,2025-11-07,CHO,MIA,2025-11-06,MIA,MIA,1,0.7858,1.3939374523829573,100.0,39.39
A,CLE-WAS-2025-11-07,2025-11-07,CLE,WAS,2025-11-06,CLE,CLE,1,0.286744,1.1577166359265445,100.0,15.77
B,CLE-WAS-2025-11-07,2025-11-07,CLE,WAS,2025-11-06,CLE,CLE,1,0.34,1.1577166359265445,100.0,15.77
C,CLE-WAS-2025-11-07,2025-11-07,CLE,WAS,2025-11-06,CLE,CLE,1,0.2868,1.1577166359265445,100.0,15.77
A,DAL-MEM-2025-11-07,2025-11-07,DAL,MEM,2025-11-06,MEM,MEM,1,0.613116,1.573766072806432,100.0,57.38
B,DAL-MEM-2025-11-07,2025-11-07,DAL,MEM,2025-11-06,DAL,MEM,0,0.48,2.487057668129615,100.0,-100.0
C,DAL-MEM-2025-11-07,2025-11-07,DAL,MEM,2025-11-06,MEM,MEM,1,0.6131,1.573766072806432,100.0,57.38
A,DET-BRK-2025-11-07,2025-11-07,DET,BRK,2025-11-06,DET,DET,1,0.305283,1.2463014106447146,100.0,24.63
B,DET-BRK-2025-11-07,2025-11-07,DET,BRK,2025-11-06,DET,DET,1,0.43,1.2463014106447146,100.0,24.63
C,DET-BRK-2025-11-07,2025-11-07,DET,BRK,2025-11-06,DET,DET,1,0.3053,1.2463014106447146,100.0,24.63
A,GSW-DEN-2025-11-07,2025-11-07,GSW,DEN,2025-11-06,DEN,DEN,1,0.796209,1.2829249092441042,100.0,28.29
B,GSW-DEN-2025-11-07,2025-11-07,GSW,DEN,2025-11-06,DEN,DEN,1,0.63,1.2829249092441042,100.0,28.29
C,GSW-DEN-2025-11-07,2025-11-07,GSW,DEN,2025-11-06,DEN,DEN,1,0.7962,1.2829249092441042,100.0,28.29
A,HOU-SAS-2025-11-07,2025-11-07,HOU,SAS,2025-11-06,HOU,SAS,0,0.496544,1.573766072806432,100.0,-100.0
B,HOU-SAS-2025-11-07,2025-11-07,HOU,SAS,2025-11-06,HOU,SAS,0,0.48,1.573766072806432,100.0,-100.0
C,HOU-SAS-2025-11-07,2025-11-07,HOU,SAS,2025-11-06,HOU,SAS,0,0.4966,1.573766072806432,100.0,-100.0
A,OKC-SAC-2025-11-07,2025-11-07,OKC,SAC,2025-11-06,OKC,OKC,1,0.262582,1.2134668931941166,100.0,21.35
B,OKC-SAC-2025-11-07,2025-11-07,OKC,SAC,2025-11-06,OKC,OKC,1,0.43,1.2134668931941166,100.0,21.35
C,OKC-SAC-2025-11-07,2025-11-07,OKC,SAC,2025-11-06,OKC,OKC,1,0.2626,1.2134668931941166,100.0,21.35
A,TOR-ATL-2025-11-07,2025-11-07,TOR,ATL,2025-11-06,TOR,TOR,1,0.489999,2.2460313670886864,100.0,124.6
B,TOR-ATL-2025-11-07,2025-11-07,TOR,ATL,2025-11-06,TOR,TOR,1,0.48,2.2460313670886864,100.0,124.6
C,TOR-ATL-2025-11-07,2025-11-07,TOR,ATL,2025-11-06,TOR,TOR,1,0.49,2.2460313670886864,100.0,124.6
A,UTA-MIN-2025-11-07,2025-11-07,UTA,MIN,2025-11-06,MIN,MIN,1,0.729329,1.1840493352621067,100.0,18.4
B,UTA-MIN-2025-11-07,2025-11-07,UTA,MIN,2025-11-06,MIN,MIN,1,0.63,1.1840493352621067,100.0,18.4
C,UTA-MIN-2025-11-07,2025-11-07,UTA,MIN,2025-11-06,MIN,MIN,1,0.73,1.1840493352621067,100.0,18.4
